beta_cs_fear_store,beta_cs_ext_store,beta_ctx_fear_store,beta_ctx_ext_store,beta_us_ext_store,phi_mean,phi_std,fear_cs_mean,fear_cs_std,fear_us_mean,fear_us_std,fear_ctx_fear_mean,fear_ctx_fear_std,fear_ctx_ext_mean,fear_ctx_ext_std,ext_cs_mean,ext_cs_std,ext_us_mean,ext_us_std,ext_ctx_ext_mean,ext_ctx_ext_std,ext_ctx_fear_mean,ext_ctx_fear_std,shared_cs_frac_mean,shared_cs_frac_std,ctx_sep_ext_mean,ctx_sep_fear_mean,storage_score
0.05,0.0,0.6,0.35,-0.3,0.3125,0.39734273618628035,0.125,0.024999999999999994,0.15833333333333333,0.038188130791298666,0.11666666666666665,0.023570226039551584,0.11249999999999999,0.043100335136619164,0.1,0.01666666666666667,0.13333333333333333,0.01178511301977579,0.1875,0.013819269959814175,0.08333333333333334,0.03535533905932738,0.01125,0.013863170633011774,0.10416666666666666,0.004166666666666666,2.1630188057058946
0.05,0.0,0.6,0.35,0.0,0.3125,0.39734273618628035,0.125,0.024999999999999994,0.15833333333333333,0.038188130791298666,0.11666666666666665,0.023570226039551584,0.11249999999999999,0.043100335136619164,0.1,0.01666666666666667,0.13333333333333333,0.01178511301977579,0.1875,0.013819269959814175,0.08333333333333334,0.03535533905932738,0.01125,0.013863170633011774,0.10416666666666666,0.004166666666666666,2.1630188057058946
0.05,0.0,0.6,0.6,0.0,0.3125,0.39734273618628035,0.125,0.024999999999999994,0.15833333333333333,0.038188130791298666,0.11666666666666665,0.023570226039551584,0.11249999999999999,0.043100335136619164,0.1,0.01666666666666667,0.13333333333333333,0.01178511301977579,0.1875,0.013819269959814175,0.08333333333333334,0.03535533905932738,0.01125,0.013863170633011774,0.10416666666666666,0.004166666666666666,2.1630188057058946
0.05,0.0,0.85,0.6,-0.9,0.28374999999999995,0.39338872314798246,0.15416666666666667,0.021650635094610963,0.17083333333333334,0.03200477394945254,1.0,0.0,0.08333333333333333,0.03908679799852858,0.12083333333333335,0.029755951785595206,0.0125,0.013819269959814166,0.3,0.02041241452319315,0.29583333333333334,0.3884397207632951,0.015,0.020310096011589902,0.004166666666666652,0.9166666666666666,2.163110779629298
0.5,0.0,0.85,0.6,-0.9,0.28375,0.3934522683884285,0.19999999999999998,0.0565194165260439,0.1875,0.03796013991310125,0.9958333333333333,0.0072168783648703435,0.09583333333333333,0.03200477394945254,0.12083333333333335,0.029755951785595206,0.0125,0.013819269959814166,0.3,0.02041241452319315,0.29583333333333334,0.3884397207632951,0.01625,0.019803724397193575,0.004166666666666652,0.9,2.16323787011019
0.35,0.0,0.85,0.6,-0.9,0.28625,0.3919243389992512,0.175,0.03632415786283895,0.16666666666666669,0.037267799624996496,0.9958333333333333,0.0072168783648703435,0.09999999999999999,0.02886751345948129,0.12083333333333335,0.029755951785595206,0.0125,0.013819269959814166,0.3,0.02041241452319315,0.29583333333333334,0.3884397207632951,0.01625,0.019803724397193575,0.004166666666666652,0.8958333333333334,2.170182011331836
0.65,0.0,0.6,0.6,-0.3,0.2875,0.39424770132494114,1.0,0.0,0.1958333333333333,0.03796013991310125,0.9916666666666667,0.01443375672974064,0.10416666666666666,0.03200477394945253,0.3041666666666667,0.36350435577399437,0.11666666666666667,0.016666666666666663,0.22083333333333335,0.018162078931419467,0.29583333333333334,0.3884397207632951,0.09125,0.10905130673219833,-0.07499999999999998,0.8875000000000001,2.1758287359832154
0.2,0.0,0.85,0.6,-0.9,0.28625,0.39480018680340057,0.175,0.03632415786283895,0.16666666666666669,0.037267799624996496,1.0,0.0,0.09999999999999999,0.03908679799852858,0.12083333333333335,0.029755951785595206,0.016666666666666666,0.020412414523193152,0.3,0.02041241452319315,0.29583333333333334,0.3884397207632951,0.01625,0.019803724397193575,0.004166666666666652,0.9,2.1759337069401345
0.65,0.0,0.6,0.6,-0.9,0.2975,0.37404043899022466,1.0,0.0,0.1958333333333333,0.03796013991310125,0.9916666666666667,0.01443375672974064,0.10416666666666666,0.03200477394945253,0.32083333333333336,0.3731202889149825,0.004166666666666667,0.007216878364870323,0.31666666666666665,0.01178511301977579,0.3,0.38568121551353785,0.09625,0.11193608667449473,0.016666666666666663,0.8875000000000001,2.179080877980449
0.65,0.0,0.6,0.6,-0.6,0.2975,0.37404043899022466,1.0,0.0,0.1958333333333333,0.03796013991310125,0.9916666666666667,0.01443375672974064,0.10416666666666666,0.03200477394945253,0.32083333333333336,0.3731202889149825,0.004166666666666667,0.007216878364870323,0.31666666666666665,0.01178511301977579,0.3,0.38568121551353785,0.09625,0.11193608667449473,0.016666666666666663,0.8875000000000001,2.179080877980449
